1,1,745.99,164.79,17.77,46.55,1.00,-1,-1,-1
2,1,746.65,167.11,18.08,44.93,1.00,-1,-1,-1
3,1,748.30,166.68,17.57,45.67,1.00,-1,-1,-1
4,1,748.72,166.37,17.84,46.60,1.00,-1,-1,-1
5,1,749.02,163.56,20.38,49.83,1.00,-1,-1,-1
6,1,752.48,162.90,21.12,52.01,1.00,-1,-1,-1
7,1,753.78,163.89,22.36,52.13,1.00,-1,-1,-1
8,1,758.15,164.37,21.00,52.91,1.00,-1,-1,-1
9,1,760.96,161.80,22.22,55.80,1.00,-1,-1,-1
10,1,766.13,160.57,21.94,57.90,1.00,-1,-1,-1
11,1,771.61,159.01,23.44,60.86,1.00,-1,-1,-1
12,1,776.39,157.76,26.34,63.83,1.00,-1,-1,-1
13,1,781.79,157.37,28.28,66.84,1.00,-1,-1,-1
14,1,790.20,162.01,29.80,67.68,1.00,-1,-1,-1
15,1,799.58,162.97,30.13,71.30,1.00,-1,-1,-1
16,1,811.54,164.77,30.23,73.72,1.00,-1,-1,-1
17,1,822.72,164.49,29.93,77.95,1.00,-1,-1,-1
18,1,835.61,163.18,32.79,81.99,1.00,-1,-1,-1
19,1,850.67,160.37,36.38,86.25,1.00,-1,-1,-1
20,1,865.85,155.86,34.84,91.66,1.00,-1,-1,-1
21,1,876.69,152.50,41.57,98.05,1.00,-1,-1,-1
22,1,897.11,151.44,42.72,105.11,1.00,-1,-1,-1
23,1,916.50,153.68,46.80,112.35,1.00,-1,-1,-1
24,1,932.29,157.50,59.30,122.61,1.00,-1,-1,-1
25,1,958.38,158.90,67.75,131.86,1.00,-1,-1,-1
26,1,990.37,155.63,71.78,142.15,1.00,-1,-1,-1
27,1,1035.03,145.17,72.15,161.14,1.00,-1,-1,-1
28,1,1088.98,139.68,82.22,175.78,1.00,-1,-1,-1
29,1,1153.37,139.69,86.75,203.01,1.00,-1,-1,-1
1,2,762.12,169.08,16.72,41.93,1.00,-1,-1,-1
2,2,761.81,169.09,18.10,42.62,1.00,-1,-1,-1
3,2,764.52,167.12,17.49,44.00,1.00,-1,-1,-1
4,2,767.52,166.59,17.48,45.61,1.00,-1,-1,-1
5,2,770.52,166.06,17.48,47.23,1.00,-1,-1,-1
6,2,773.52,165.53,17.47,48.84,1.00,-1,-1,-1
7,2,776.70,166.28,18.96,49.82,1.00,-1,-1,-1
8,2,781.00,164.08,19.40,53.26,1.00,-1,-1,-1
9,2,784.43,162.78,20.82,55.22,1.00,-1,-1,-1
10,2,790.07,161.65,20.63,56.74,1.00,-1,-1,-1
11,2,796.24,161.52,22.18,58.34,1.00,-1,-1,-1
12,2,804.15,161.98,23.09,59.37,1.00,-1,-1,-1
13,2,811.38,161.40,24.06,62.95,1.00,-1,-1,-1
14,2,821.19,162.30,24.51,65.76,1.00,-1,-1,-1
15,2,832.55,165.18,26.03,68.56,1.00,-1,-1,-1
16,2,844.07,165.90,30.40,72.43,1.00,-1,-1,-1
17,2,857.92,165.73,31.89,78.40,1.00,-1,-1,-1
18,2,872.17,166.47,29.77,78.88,1.00,-1,-1,-1
19,2,888.67,161.96,33.26,84.10,1.00,-1,-1,-1
20,2,904.54,156.83,36.26,90.05,1.00,-1,-1,-1
21,2,922.82,153.91,35.86,96.92,1.00,-1,-1,-1
22,2,945.57,156.80,36.44,100.55,1.00,-1,-1,-1
23,2,968.79,160.79,40.87,108.49,1.00,-1,-1,-1
24,2,997.16,163.25,46.90,116.62,1.00,-1,-1,-1
25,2,1031.03,159.56,52.78,129.49,1.00,-1,-1,-1
26,2,1070.50,159.23,62.17,137.81,1.00,-1,-1,-1
27,2,1115.57,151.46,87.79,155.91,1.00,-1,-1,-1
28,2,1170.27,147.15,69.33,174.99,1.00,-1,-1,-1
15,5,152.69,169.29,28.33,60.04,1.00,-1,-1,-1
16,5,138.16,168.13,30.57,63.70,1.00,-1,-1,-1
