1,1,894.23,167.34,290.33,193.34,1.00,-1,-1,-1
2,1,918.57,165.44,312.01,209.56,1.00,-1,-1,-1
3,1,953.72,165.78,285.48,209.22,1.00,-1,-1,-1
4,1,992.03,164.55,246.75,210.45,1.00,-1,-1,-1
5,1,1034.15,158.43,205.15,216.57,1.00,-1,-1,-1
6,1,1091.46,166.05,147.72,208.95,1.00,-1,-1,-1
1,2,558.28,169.27,96.26,90.44,1.00,-1,-1,-1
2,2,557.94,169.56,98.01,90.76,1.00,-1,-1,-1
3,2,558.39,170.03,98.56,93.01,1.00,-1,-1,-1
4,2,558.06,170.51,100.11,93.70,1.00,-1,-1,-1
5,2,557.50,170.88,102.11,96.18,1.00,-1,-1,-1
6,2,557.28,171.01,103.79,97.08,1.00,-1,-1,-1
7,2,557.03,168.85,105.60,99.49,1.00,-1,-1,-1
8,2,556.92,167.19,106.47,101.59,1.00,-1,-1,-1
9,2,555.80,165.91,108.47,102.76,1.00,-1,-1,-1
10,2,556.46,165.57,109.62,104.36,1.00,-1,-1,-1
11,2,555.58,165.79,111.95,104.78,1.00,-1,-1,-1
12,2,555.37,165.73,113.23,105.30,1.00,-1,-1,-1
13,2,553.06,165.04,116.72,107.42,1.00,-1,-1,-1
14,2,552.28,167.87,119.36,107.88,1.00,-1,-1,-1
15,2,551.17,168.16,121.62,110.30,1.00,-1,-1,-1
16,2,551.90,170.25,121.72,110.71,1.00,-1,-1,-1
17,2,551.10,169.04,123.01,111.64,1.00,-1,-1,-1
18,2,550.85,168.76,123.84,112.44,1.00,-1,-1,-1
19,2,550.92,168.75,124.52,113.44,1.00,-1,-1,-1
20,2,550.58,169.02,124.80,113.99,1.00,-1,-1,-1
21,2,551.40,170.22,125.02,113.83,1.00,-1,-1,-1
22,2,551.27,169.08,124.76,115.20,1.00,-1,-1,-1
23,2,551.35,169.43,125.65,115.32,1.00,-1,-1,-1
24,2,553.46,171.25,124.51,113.59,1.00,-1,-1,-1
25,2,552.34,170.86,124.50,113.33,1.00,-1,-1,-1
26,2,553.90,171.27,124.25,112.51,1.00,-1,-1,-1
27,2,555.51,172.23,122.64,111.76,1.00,-1,-1,-1
28,2,557.23,172.47,120.01,110.03,1.00,-1,-1,-1
29,2,558.52,172.97,117.36,107.63,1.00,-1,-1,-1
30,2,559.26,173.20,115.83,106.14,1.00,-1,-1,-1
31,2,559.36,175.00,114.25,103.89,1.00,-1,-1,-1
32,2,559.43,177.09,113.51,101.47,1.00,-1,-1,-1
33,2,560.59,176.91,110.84,101.75,1.00,-1,-1,-1
34,2,560.95,177.23,107.70,99.84,1.00,-1,-1,-1
35,2,561.78,177.69,103.80,98.98,1.00,-1,-1,-1
36,2,562.08,178.02,102.30,96.41,1.00,-1,-1,-1
37,2,561.94,179.12,100.92,94.12,1.00,-1,-1,-1
38,2,562.22,180.85,98.92,90.84,1.00,-1,-1,-1
39,2,562.10,181.17,96.55,89.08,1.00,-1,-1,-1
40,2,562.87,182.15,94.94,86.47,1.00,-1,-1,-1
