10,2,713.54,163.36,18.15,49.90,1.00,-1,-1,-1
11,2,718.46,163.21,20.20,49.70,1.00,-1,-1,-1
12,2,722.99,163.54,21.84,50.25,1.00,-1,-1,-1
13,2,728.56,162.52,21.72,52.33,1.00,-1,-1,-1
14,2,734.44,163.01,19.58,53.61,1.00,-1,-1,-1
15,2,738.67,164.57,22.85,53.68,1.00,-1,-1,-1
16,2,743.37,165.13,25.48,53.95,1.00,-1,-1,-1
17,2,748.22,164.74,24.77,54.85,1.00,-1,-1,-1
18,2,755.80,163.91,21.91,55.45,1.00,-1,-1,-1
19,2,763.28,162.84,20.10,56.84,1.00,-1,-1,-1
20,2,768.49,164.12,22.14,56.97,1.00,-1,-1,-1
21,2,774.10,164.88,23.96,57.08,1.00,-1,-1,-1
22,2,780.24,166.00,24.82,56.48,1.00,-1,-1,-1
23,2,788.36,164.85,24.37,58.01,1.00,-1,-1,-1
24,2,793.86,164.83,24.52,60.09,1.00,-1,-1,-1
25,2,802.05,165.24,26.33,60.32,1.00,-1,-1,-1
26,2,806.56,166.75,28.50,60.41,1.00,-1,-1,-1
27,2,812.85,166.40,26.31,61.32,1.00,-1,-1,-1
28,2,821.86,165.47,24.40,62.22,1.00,-1,-1,-1
29,2,828.55,164.90,24.35,63.30,1.00,-1,-1,-1
30,2,833.24,166.52,27.17,64.36,1.00,-1,-1,-1
31,2,839.22,168.10,28.76,64.92,1.00,-1,-1,-1
32,2,848.99,168.84,25.88,65.20,1.00,-1,-1,-1
33,2,856.80,167.98,26.76,66.96,1.00,-1,-1,-1
34,2,864.80,167.60,26.48,67.89,1.00,-1,-1,-1
35,2,873.85,168.28,31.26,68.90,1.00,-1,-1,-1
36,2,881.00,169.03,33.01,69.35,1.00,-1,-1,-1
37,2,889.50,168.24,32.10,71.33,1.00,-1,-1,-1
38,2,903.68,167.89,27.11,72.56,1.00,-1,-1,-1
39,2,912.72,168.61,29.93,74.17,1.00,-1,-1,-1
40,2,921.32,168.77,36.35,75.42,1.00,-1,-1,-1
41,2,932.40,168.46,34.83,77.10,1.00,-1,-1,-1
42,2,950.42,168.55,30.88,77.87,1.00,-1,-1,-1
43,2,964.76,165.86,32.20,80.79,1.00,-1,-1,-1
44,2,979.56,167.24,39.37,82.07,1.00,-1,-1,-1
45,2,994.64,167.24,40.24,83.23,1.00,-1,-1,-1
46,2,1007.60,168.19,43.68,83.34,1.00,-1,-1,-1
47,2,1027.50,165.66,44.70,87.91,1.00,-1,-1,-1
48,2,1047.40,163.12,45.72,92.48,1.00,-1,-1,-1
49,2,1069.68,164.93,45.24,93.35,1.00,-1,-1,-1
50,2,1094.92,165.27,48.23,96.56,1.00,-1,-1,-1
51,2,1120.16,165.61,51.21,99.76,1.00,-1,-1,-1
52,2,1154.42,164.16,48.60,106.43,1.00,-1,-1,-1
53,2,1186.89,162.30,51.26,113.90,1.00,-1,-1,-1
24,4,1032.65,160.96,16.97,60.88,1.00,-1,-1,-1
25,4,1039.98,161.10,17.20,62.29,1.00,-1,-1,-1
26,4,1044.53,160.24,20.52,68.78,1.00,-1,-1,-1
40,7,1156.96,161.73,27.96,74.93,1.00,-1,-1,-1
41,7,1167.03,162.38,33.21,76.11,1.00,-1,-1,-1
42,7,1179.86,162.21,34.31,78.04,1.00,-1,-1,-1
43,7,1193.53,160.93,36.86,80.96,1.00,-1,-1,-1
44,7,1211.41,159.00,27.60,82.04,1.00,-1,-1,-1
43,8,1002.45,176.97,29.14,63.37,1.00,-1,-1,-1
44,8,1003.29,173.99,36.57,68.65,1.00,-1,-1,-1
45,8,1016.22,172.15,32.63,71.57,1.00,-1,-1,-1
